ref_no,pmid,doi,year,topic,section,subtopic,n_citations,ms_pages,citation,url,claim
425,18250349,,2008,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Adjuvant Systemic Therapy > Adjuvant Therapy for HER2-positive tumors,,1,178,"Perez EA, Suman VJ, Davidson NE, et al. Cardiac safety analysis of doxorubicin and cyclophosphamide followed by paclitaxel with or without trastuzumab in the North Central Cancer Treatment Group N9831 adjuvant breast cancer trial. J Clin Oncol 2008;26:1231-1238.",http://www.ncbi.nlm.nih.gov/pubmed/18250349,Increased cardiac toxicity has been observed in patients treated with trastuzumab.
426,16258083,,2005,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Adjuvant Systemic Therapy > Adjuvant Therapy for HER2-positive tumors,,1,178,"Tan-Chiu E, Yothers G, Romond E, et al. Assessment of cardiac dysfunction in a randomized trial comparing doxorubicin and cyclophosphamide followed by paclitaxel, with or without trastuzumab as adjuvant therapy in node-positive, human epidermal growth factor receptor 2-overexpressing breast cancer: NSABP B-31. J Clin Oncol 2005;23:7811-7819.",http://www.ncbi.nlm.nih.gov/pubmed/16258083,Increased cardiac toxicity has been observed in patients treated with trastuzumab.
427,22987084,,2012,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Adjuvant Systemic Therapy > Adjuvant Therapy for HER2-positive tumors,,1,178,"Romond EH, Jeong JH, Rastogi P, et al. Seven-year follow-up assessment of cardiac function in NSABP B-31, a randomized trial comparing doxorubicin and cyclophosphamide followed by paclitaxel (ACP) with ACP plus trastuzumab as adjuvant therapy for patients with node-positive, human epidermal growth factor receptor 2-positive breast cancer. J Clin Oncol 2012;30:3792-3799.",http://www.ncbi.nlm.nih.gov/pubmed/22987084,"In addition, anthracycline and taxane-based regimens in combination with HER2-targeted agents are associated with further increased risk of cardiac toxicity."
428,,10.1016/j,2014,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,179,"Moran MS, Schnitt SJ, Giuliano AE, et al. Society of Surgical Oncology-American Society for Radiation Oncology Consensus Guideline on Margins for Breast-Conserving Surgery With Whole-Breast Irradiation in Stages I and II Invasive Breast Cancer. Int J Radiat Oncol Biol Phys 2014;88:553-564.",https://doi.org/10.1016/j.ijrobp.2013.11.012,"Regarding frequency of mammograms after BCS followed by radiation, the NCCN Panel agrees with ASTRO's “Choosing Wisely” list of recommendations released in 2014."
429,8182811,,1994,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,179,Impact of follow-up testing on survival and health-related quality of life in breast cancer patients. A multicenter randomized controlled trial. The GIVIO Investigators. JAMA 1994;271:1587-1592.,http://www.ncbi.nlm.nih.gov/pubmed/8182811,The routine performance of alkaline phosphatase tests and LFTs are not included in the guidelines.
430,7848404,,1994,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,179,"Rosselli Del Turco M, Palli D, Cariddi A, et al. Intensive diagnostic follow-up after treatment of primary breast cancer. A randomized trial. National Research Council Project on Breast Cancer follow-up. JAMA 1994;271:1593-1597.",http://www.ncbi.nlm.nih.gov/pubmed/7848404,The routine performance of alkaline phosphatase tests and LFTs are not included in the guidelines.
431,10071303,,1998,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,179,"Smith TJ, Davidson NE, Schapira DV, et al. American Society of Clinical Oncology 1998 update of recommended breast cancer surveillance guidelines. J Clin Oncol 1999;17:1080-1082.",http://www.ncbi.nlm.nih.gov/pubmed/10071303,The routine performance of alkaline phosphatase tests and LFTs are not included in the guidelines.
432,11251019,,2000,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,179,"Bast RC, Ravdin P, Hayes DF, et al. 2000 update of recommendations for the use of tumor markers in breast and colorectal cancer: clinical practice guidelines of the American Society of Clinical Oncology. J Clin Oncol 2001;19:1865-1878.",http://www.ncbi.nlm.nih.gov/pubmed/11251019,"In addition, the Panel notes no evidence to support the use of “tumor markers” for breast cancer, and routine bone scans, CT scans, MRI scans, PET scans, or ultrasound examinations in the asymptomatic patient provide no advantage in survival or ability to palliate recurrent disease and are, therefor"
433,16140006,,2005,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,179,"Kirova YM, Stoppa-Lyonnet D, Savignoni A, et al. Risk of breast cancer recurrence and contralateral breast cancer in relation to BRCA1 and BRCA2 mutation status following breast-conserving surgery and radiotherapy. Eur J Cancer 2005;41:2304-2311.",http://www.ncbi.nlm.nih.gov/pubmed/16140006,Rates of contralateral breast cancer after either breast-conserving therapy or mastectomy have been reported to be increased in patients with BRCA1/2 mutations when compared with patients with sporadic breast cancer.
434,15197194,,2004,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,179,"Metcalfe K, Lynch HT, Ghadirian P, et al. Contralateral breast cancer in BRCA1 and BRCA2 mutation carriers. J Clin Oncol 2004;22:2328-2335.",http://www.ncbi.nlm.nih.gov/pubmed/15197194,Rates of contralateral breast cancer after either breast-conserving therapy or mastectomy have been reported to be increased in patients with BRCA1/2 mutations when compared with patients with sporadic breast cancer.
435,16636335,,2006,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,179,"Pierce LJ, Levin AM, Rebbeck TR, et al. Ten-year multi-institutional results of breast-conserving surgery and radiotherapy in BRCA1/2- associated stage I/II breast cancer. J Clin Oncol 2006;24:2437-2443.",http://www.ncbi.nlm.nih.gov/pubmed/16636335,Rates of contralateral breast cancer after either breast-conserving therapy or mastectomy have been reported to be increased in patients with BRCA1/2 mutations when compared with patients with sporadic breast cancer.
436,16738185,,2006,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,179,ACOG committee opinion. No. 336: Tamoxifen and uterine cancer. Obstet Gynecol 2006;107:1475-1478.,http://www.ncbi.nlm.nih.gov/pubmed/16738185,The Panel recommends that patients with intact uteri who are taking adjuvant tamoxifen should have yearly gynecologic assessments and rapid evaluation of any vaginal spotting that might occur because of the risk of tamoxifen-associated endometrial carcinoma in postmenopausal patients.
437,16079372,,2005,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,180,"Osterberg L, Blaschke T. Adherence to medication. N Engl J Med 2005;353:487-497.",http://www.ncbi.nlm.nih.gov/pubmed/16079372,"Predictors of poor adherence to medication include the presence of side effects associated with the medication, and incomplete understanding by the patient of the benefits associated with regular administration of the medication."
438,24043733,,2013,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,180,"Dayes IS, Whelan TJ, Julian JA, et al. Randomized trial of decongestive lymphatic therapy for the treatment of lymphedema in women with breast cancer. J Clin Oncol 2013;31:3758-3763.",http://www.ncbi.nlm.nih.gov/pubmed/24043733,"Factors associated with increased risk of lymphedema include extent of axillary surgery, axillary radiation, infection, and patient obesity."
439,17901744,,2007,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,180,"Warren AG, Brorson H, Borud LJ, Slavin SA. Lymphedema: a comprehensive review. Ann Plast Surg 2007;59:464-472.",http://www.ncbi.nlm.nih.gov/pubmed/17901744,"Factors associated with increased risk of lymphedema include extent of axillary surgery, axillary radiation, infection, and patient obesity."
440,19174449,,2009,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,2,180,"Hickey M, Peate M, Saunders CM, Friedlander M. Breast cancer in young women and its impact on reproductive function. Human Reproduction Update 2009;15:323-339.",http://www.ncbi.nlm.nih.gov/pubmed/19174449,"For these patients, the NCCN Panel discourages the use of hormonal birth control methods, regardless of the HR status of the tumor."
441,16259870,,2005,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,180,"Moran MS, Colasanto JM, Haffty BG, et al. Effects of breast- conserving therapy on lactation after pregnancy. Cancer J 2005;11:399- 403.",http://www.ncbi.nlm.nih.gov/pubmed/16259870,"However, lactation from an irradiated breast may not be possible, or may occur only with a diminished capacity."
442,19213681,,2009,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,180,"Gnant M, Mlineritsch B, Schippinger W, et al. Endocrine therapy plus zoledronic acid in premenopausal breast cancer. N Engl J Med 2009;360:679-691.",http://www.ncbi.nlm.nih.gov/pubmed/19213681,"A single phase 3 study, ABCSG12, demonstrated improved outcomes with the addition of zoledronic acid in premenopausal patients receiving endocrine therapy with ovarian suppression."
443,19738113,,2009,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,180,"Li CI, Daling JR, Porter PL, et al. Relationship between potentially modifiable lifestyle factors and risk of second primary contralateral breast cancer among women diagnosed with estrogen receptor-positive invasive breast cancer. J Clin Oncol 2009;27:5312-5318.",http://www.ncbi.nlm.nih.gov/pubmed/19738113,"A nested case control study of 369 patients with ER-positive tumors who developed a second primary breast cancer compared with 734 matched control patients who did not develop a second primary tumor showed an association between obesity (body mass index [BMI] ≥30), smoking, and alcohol consumption a"
444,17557947,,2007,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,180,"Pierce JP, Stefanick ML, Flatt SW, et al. Greater survival after breast cancer in physically active women with high vegetable-fruit intake regardless of obesity. J Clin Oncol 2007;25:2345-2351.",http://www.ncbi.nlm.nih.gov/pubmed/17557947,"A prospective study of 1490 patients diagnosed with stage I-III breast cancer showed an association between high fruit and vegetable consumption, physical activity, and improved survivorship, regardless of obesity."
445,,,2014,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,181,"Chlebowski RT BG, et al. . Final survival analysis from the randomized Women's Intervention Nutrition Study (WINS) evaluating dietary intervention as adjuvant breast cancer therapy [abstract]. San Antonio Breast Cancer Symposium 2014;Abstract S5-08.",,"OS analysis showed no significant difference between the two study arms (17% for the intervention vs. 13.6% without); however, subgroup analysis showed that those with ER- and PR-negative disease who were part of the intervention group saw a 54% improvement in OS."
446,24840230,,2014,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,181,"de Glas NA, Fontein DB, Bastiaannet E, et al. Physical activity and survival of postmenopausal, hormone receptor-positive breast cancer patients: results of the Tamoxifen Exemestane Adjuvant Multicenter Lifestyle study. Cancer 2014;120:2847-2854.",http://www.ncbi.nlm.nih.gov/pubmed/24840230,The NCCN Panel recommends an active lifestyle and ideal body weight (BMI 20-25) for optimal overall health and breast cancer outcomes as there are reports of proven benefits of exercise and active lifestyle during and after treatment.
447,24633595,,2014,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,181,"Courneya KS, Segal RJ, McKenzie DC, et al. Effects of exercise during adjuvant chemotherapy on breast cancer outcomes. Med Sci Sports Exerc 2014;46:1744-1751.",http://www.ncbi.nlm.nih.gov/pubmed/24633595,The NCCN Panel recommends an active lifestyle and ideal body weight (BMI 20-25) for optimal overall health and breast cancer outcomes as there are reports of proven benefits of exercise and active lifestyle during and after treatment.
448,22895974,,2012,surveillance / monitoring,"Post-Therapy Surveillance and Follow-up for T0-3, N1, M0 and T1-3, N0-1, M0 Tumors",,1,181,"Mishra SI, Scherer RW, Snyder C, et al. Exercise interventions on health-related quality of life for people with cancer during active treatment. Cochrane Database Syst Rev 2012;8:CD008465.",http://www.ncbi.nlm.nih.gov/pubmed/22895974,The NCCN Panel recommends an active lifestyle and ideal body weight (BMI 20-25) for optimal overall health and breast cancer outcomes as there are reports of proven benefits of exercise and active lifestyle during and after treatment.
449,15269044,,2004,"workup, imaging, staging",Recurrent/Stage IV Breast Cancer > Staging and Workup for Recurrent and Stage IV Breast Cancer,,1,182,"Eubank WB, Mankoff D, Bhattacharya M, et al. Impact of FDG PET on defining the extent of disease and on the treatment of patients with recurrent or metastatic breast cancer. AJR Am J Roentgenol 2004;183:479-486.",http://www.ncbi.nlm.nih.gov/pubmed/15269044,There is limited evidence (mostly from retrospective studies) to support the use of PET/CT scanning to guide treatment planning through determination of the extent of disease in select patients with recurrent or metastatic disease.
450,9529287,,1998,"workup, imaging, staging",Recurrent/Stage IV Breast Cancer > Staging and Workup for Recurrent and Stage IV Breast Cancer,,1,182,"Moon DH, Maddahi J, Silverman DH, et al. Accuracy of whole-body fluorine-18-FDG PET for the detection of recurrent or metastatic breast carcinoma. J Nucl Med 1998;39:431-435.",http://www.ncbi.nlm.nih.gov/pubmed/9529287,There is limited evidence (mostly from retrospective studies) to support the use of PET/CT scanning to guide treatment planning through determination of the extent of disease in select patients with recurrent or metastatic disease.
